"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73"
"1",1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"2",1603,1708,1697,1605,1594,1467,1557,1664,1740,1791,1778,1635,1725,1664,1601,1519,1426,1303,1264,1196,1173,1070,854,833,768,741,675,617,689,581,627,596,556,536,516,527,564,569,584,645,598,599,518,568,541,530,549,490,493,396,425,481,450,438,499,546,525,615,632,531,522,558,532,540,534,582,567,614,527,577,564,598,632
"3",701,730,732,717,724,702,752,771,760,753,760,652.628741595684,663.915039554945,650.841923835062,794,742,733,709,745,701,670,626,628,616,576,534,537,483,576,522,505,492,492,503,445,437,481,439,454,472,428,489,417,454,406,402,367,325,337,284,252,275,232,217,251,234,253,219,235,193,209,213,198,178,166,177,151,190,166,191,158,219,197
"4",502,570,582,530,548,525,494,552,528,540,569,551.511108210837,563.580863912255,555.869247375197,558,581,565,573,571,505,497,538,510,556,433,434,430,421,414,404,428,386,391,380,354,374,397,372,350,340,305,349,339,369,342,293,291,263,244,195,211,173,172,200,194,188,205,194,153,166,165,150,175,138,138,132,159,137,162,124,126,155,142
"5",476,471,474,475,438,474,390,419,447,407,467,467.401505883669,479.713966797027,476.116858187558,473,483,542,438,446,461,424,413,402,419,421,348,314,325,326,346,328,312,328,260,268,278,264,280,291,254,235,289,223,239,256,233,240,226,212,169,142,135,142,142,144,130,136,127,135,110,114,105,129,111,101,108,117,113,96,105,108,107,142
"6",336,356,420,421,363,393,384,374,382,403,424,398.051228065186,410.214481467545,409.789872495919,439,385,494,396,398,410,344,359,326,361,308,343,296,307,277,275,234,238,217,217,207,202,227,236,228,234,205,190,179,190,229,214,193,186,179,165,147,127,115,136,121,120,125,100,89,110,85,107,79,90,101,84,90,96,75,94,77,105,81
"7",195.697120758988,213.821979668165,224.734056330821,212.29912995281,214.117308564279,220.849937772826,223.472908129455,231.316708534803,237.762721646962,233.924833515842,270.306432761446,342.249307799733,353.997620106141,356.105424855692,250.354909385232,255.665614339935,269.579483984114,250.418126246782,279.319727860098,244.393834397018,240.462792331807,240.114035273212,243.360879955871,215.012734557261,170.523397715106,165.286737010184,159.163310732696,164.984214655477,156.401761881737,137.80337240692,130.721432465021,114.69562780572,118.403038947766,105.461241196483,100.206347195942,113.195731251428,100.388723533567,107.336584984652,119.719196152023,119.502638244323,101.818361280871,92.8591921711146,88.8826592649751,101.729998742014,94.9605458391633,92.9460120720424,100.699063021294,95.4405857463291,94.6922031393031,78.0551164965107,79.8042810550036,67.6661945774441,61.4109706663124,57.1205673473072,58.420682225454,57.5254759692448,53.6168047816446,49.7277853058865,40.9162701690611,39.8421522051872,36.0504638637268,36.8373212101418,35.5208037767447,38.4147505518115,32.9258185376419,38.8301589393312,41.4961437670008,36.8430145871334,38.2096256191977,39.530889739686,35.1115284784197,42.5959844157761,38.7246974706966
"8",189.62805240259,205.029974177649,216.39113965582,207.131985232177,206.547707369676,212.878273264654,216.896358813501,223.834211920974,231.434940482213,226.163623233633,257.009904677356,298.392463767974,309.570927400414,313.813911228849,247.584366044342,252.868120980891,269.680663124268,252.837131435673,279.51128820227,252.327798845244,248.268261919503,250.093302373477,253.963218015848,228.134978925716,184.583565458568,178.644798749867,172.505528714953,178.344095980189,169.697603078234,151.144784084843,143.784467975116,127.283430931183,129.553312699079,116.483195720523,112.089638767262,124.1245293149,112.031593286757,117.995076103367,131.127251098006,130.630001756781,113.17482098664,103.827477043589,99.8814170774454,113.346414460393,106.819093200422,105.449093782062,112.703492717908,107.567228390253,106.41288210922,88.1788954474378,89.8021921945646,77.5077637026753,71.6882017653315,66.742499076828,68.9075213280516,66.9203148905729,62.6230812152982,58.4589401736261,48.3357707231905,47.0684184951545,42.7907902966779,43.3847527803705,41.8323131526584,44.9285913529022,39.0300019260605,45.7282370061732,48.8401218456784,43.7717773628543,45.229245679499,46.4208570476428,42.2887736631693,50.7625149235569,46.5463834295609
"9",184.027577901112,196.951698771471,208.715245391126,202.369321623375,199.518835409577,205.523471643018,210.838223979901,216.90400908858,225.567693366057,219.013591626795,244.839800102001,264.759804473885,275.406862588274,281.551781598594,245.28876966553,250.601988475076,270.353903960297,255.796564046757,280.338189659113,261.013949793478,256.807857433472,260.951172196075,265.513335258419,242.474973805819,200.076151762346,193.362715140094,187.271032012896,193.136280169229,184.450776863904,166.067534517497,158.419705920385,141.454298654514,141.953638037816,128.821755609101,125.520061815396,136.294229142768,125.188820449546,129.912863174772,143.823742758472,142.993498435702,125.934787345038,116.218211576541,112.333749135999,126.39748110011,120.246580210926,119.717212207415,126.246398805996,121.32877902209,119.678641022218,99.6911433003843,101.130951568577,88.8319323753357,83.7283209099411,78.0308631476851,81.3096604641352,77.8995443161533,73.19087445584,68.7627768889317,57.1312446639452,55.6304872809529,50.8123072823107,51.1209558543482,49.2906242909815,52.5714995767257,46.283807051685,53.8796625590578,57.5104182164467,52.0273977054609,53.5596501475966,54.5328780268599,50.9476566024164,60.5222175847002,55.9640437149188
"10",179.083797050071,189.802653195497,201.933939457316,198.207838215166,193.205356938518,198.996473882815,205.519540201847,210.731124937556,220.363177698564,212.70804267361,234.058501080038,240.01692296838,250.303313070309,258.28187080846,243.81000227945,249.253333725492,272.066055073782,259.736943808528,282.320124858361,270.925121300778,266.541191812411,273.156489231105,278.508309726043,258.518752137707,217.405214511779,209.842670408652,203.899970578055,209.843116135876,201.130763799225,183.040616618876,175.077492583458,157.608866528766,155.937918719661,142.797282698836,140.839567563057,150.026628402127,140.223521578136,143.43527671278,158.149731456793,156.923809288007,140.409277674624,130.345064470908,126.527079421685,141.169817195022,135.541520989475,136.086917102294,141.634652039876,137.043207235506,134.790354479276,112.86085048326,114.048622544812,101.916968659761,97.8815960263448,91.3251815943504,96.0142639649121,90.7857358520331,85.6452030600941,80.9673800064833,67.5927283946608,65.8039789910245,60.3826653523302,60.2901496943362,58.1328357205275,61.5666226955305,54.924361407997,63.5438090858697,67.7766627517332,61.8914383358886,63.4698619299239,64.1075792297065,61.4112283472392,72.2177737313363,67.3223598807145
