"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73"
"11",48.7899676928756,46.5589959360933,48.3640775597171,42.8341420578571,43.0057391662943,38.8728955139139,35.7048304893187,40.0942265505843,34.5545415948193,35.6330756458035,39.0379916626545,38.9029798739343,38.9623904589993,41.3345403337587,30.1579718775911,32.4194699434846,35.2081813101174,32.3151447696656,38.446738623679,37.5424234669747,37.0389507652116,35.9623208975433,38.5040345719677,34.1753104671134,34.5910029269507,30.9354308320274,31.314536611938,28.5220012313035,30.7267818540046,21.6127557826244,23.5408078756984,22.3266445948507,24.295280083262,23.149362332041,24.1335664591509,19.7841010065619,20.8920987840909,22.5150117847784,22.3655265248197,18.8720265401308,20.242883333159,19.9354014557004,20.2681467157642,20.335103436662,20.6756138081603,21.4112986615539,21.9195065771409,22.1554022091235,25.0224091029439,20.6521311489312,20.2000994604105,17.1965195711527,18.2729613897366,19.8503938872153,16.1232522790238,19.6014104052785,19.4109692101727,18.3469337137404,18.2632240544383,15.6768178057538,15.8463641522907,14.6340544016768,13.1719980333375,13.8615729692017,14.3140318738594,14.3715217446581,14.6486400745777,14.7607798476215,13.2902042525645,12.2300733567764,11.6907960648929,14.3643403721682,14.546626118466
"12",52.5397307269963,49.9407452581952,51.3242234658695,46.1683692736607,45.8036079438799,41.5220206535091,38.5002618262371,42.5840367126764,36.8108615305546,38.172348007953,41.1966561664417,40.4964006745323,40.19714876732,42.7856916224882,33.1033570781907,35.3129674526184,38.2074573864176,35.2283547592712,41.65067020035,41.3129861132014,40.7179066721747,40.1094596280219,42.6894927401713,38.1029549368648,38.7730581046245,34.916576779853,35.2997740656632,31.990876957751,34.3499690174354,24.7595239586614,27.1164558829311,25.1477043769159,27.2216703941814,26.0826849773745,26.738838605441,22.739967425174,23.6697514673323,25.0586301158578,25.3182962443514,21.2112376282244,22.7731399536955,22.4770219727284,22.7401933845771,22.9417973694,23.3119984589044,23.9651771647662,24.5368651609311,24.9600938809166,27.5958863268388,23.364219659972,22.8608934530317,19.813625329377,21.2528701766047,22.8035323731049,18.9224593757738,22.5320681181678,22.2447133444026,21.0247371954489,21.0502640187582,18.3348922555902,18.568848586856,17.1583832443817,15.5739137621733,16.1734984049562,16.6492348337387,16.7554864391335,16.983164822093,17.1184530303514,15.5400452152702,14.1481282764948,13.7532320659094,16.8507200372292,16.7094774540831
"13",56.633183127146,53.6343552676367,54.6302319009049,49.7683775779441,48.8574589662446,44.4094935086876,41.5355041293933,45.3308958030942,39.3002496498957,40.9182930595704,43.5318791378218,42.4518878618688,41.7348601718583,44.5634721383773,36.3604989235814,38.4791238661101,41.4630382423451,38.3817719097013,45.1381047751745,45.451384682601,44.7903615794901,44.7615048078212,47.2986910388828,42.4779188851764,43.4368233937582,39.3935175271658,39.7883193449008,35.9127049567558,38.4104134780017,28.3759721725371,31.2443215170643,28.3666376915514,30.5368658058821,29.4233917757284,29.6978946992227,26.1493158153076,26.8493120743255,27.9507968749942,28.6745111960189,23.8685080912507,25.6359677194701,25.3717393138008,25.545754767833,25.8916776157949,26.2805095711912,26.8442773109767,27.4647003342597,28.1196038908975,30.4794998684666,26.4371541412624,25.8729523203667,22.825404164263,24.6885557694037,26.1921689725495,22.1934477417423,25.9145201447554,25.5058439589744,24.1254694176317,24.2833643541657,21.4447425059601,21.7646757286394,20.1267842811466,18.412063821077,18.8840429683141,19.377578982632,19.550610222882,19.7030110511668,19.864767158244,18.1808450458078,16.3904645131204,16.186091013442,19.7623233270091,19.2012012990635
"14",61.1247304148632,57.6976507277478,58.3832523660252,53.6614066661108,52.220634620293,47.5830181019992,44.8429120780028,48.3996869228502,42.08182986399,43.9005918800062,46.0814482970153,44.802233270294,43.618782140531,46.6957509632427,39.9707953742283,41.9484787745902,44.9959558654926,41.7842346495001,48.9400838740493,49.9835692483762,49.308297062649,49.9871924240296,52.3558209603222,47.3453473706605,48.6196570946749,44.4144547531846,44.8376998325254,40.3589786655371,42.963084598612,32.5363452909437,36.0106148850043,32.0598638126951,34.3095133638732,33.2444334533524,33.0928142556443,30.0862306105207,30.5048073807686,31.2685544762041,32.4954795748413,26.901682983131,28.8829470111338,28.6826900395793,28.7453932593955,29.2339678565356,29.6205239344773,30.0993821841386,30.7382267399399,31.6771526774123,33.7303555145255,29.9183116556061,29.2815236105661,26.2879560752608,28.6295011094334,30.0760870642665,26.0053091390236,29.824064033224,29.2653598240286,27.7318789333836,28.0437931385492,25.0822602462097,25.517229032761,23.620955459981,21.76354003855,22.0686821551162,22.5720118777081,22.8364538153353,22.879164416834,23.0698777046497,21.2860521221298,19.0247446571865,19.0593994797809,23.1682338040616,22.076246291194
"15",66.059293900696,62.1845859382642,62.6584805356961,57.8869674733485,55.9364516356319,51.0910497624996,48.4624479720071,51.8362623814657,45.2071090492145,47.1526426221785,48.8779845199009,47.5798231111621,45.8857355182125,49.2151932190361,43.9650341454628,45.7455018138836,48.8245432112661,45.4478400924057,53.0821609388705,54.9227274421466,54.3118309436674,55.8360258782201,57.8810165015563,52.7418769038693,54.3446076552578,50.0170543326953,50.4974559060164,45.3921798985385,48.0568787115964,37.3152868594923,41.4960071891053,36.3046018324711,38.6064643909183,37.6155289562405,37.0032650020082,34.6258644988543,34.7111684210467,35.0879978455589,36.8448680061839,30.3731389511164,32.5678257202138,32.473716473548,32.400348374823,33.020312383141,33.3756331910995,33.7804486117031,34.3949811488739,35.6753663939156,37.3980904163075,33.848239903453,33.1315584883829,30.2604761242593,33.1252315609482,34.5147759468565,30.4317612932618,34.337742182959,33.5992366200795,31.9289647349242,32.4158776743507,29.329326067341,29.9138291282768,27.7291696789243,25.7147397413666,25.8107532117844,26.3152075983861,26.7024727095078,26.591936885755,26.8106080883635,24.9389508315263,22.1264959110103,22.4531176522449,27.1473883754873,25.3980618275456
"16",71.4879895670765,67.1639524505535,67.5521825676074,62.4986393675179,60.05893170425,54.9989197237611,52.4477133149646,55.696449645797,48.7442747159853,50.7186346052949,51.9644895369833,50.8077668067479,48.5781028615259,52.1539556400071,48.3696140280771,49.8925467439491,52.9647314897231,49.3818686170914,57.5890685696196,60.2652739055633,59.8364520370518,62.3431016988972,63.88080229983,58.6930399659351,60.6107836709647,56.2208470067041,56.8058545596098,51.0732679157274,53.7364164281799,42.7902705516586,47.7749123131735,41.1916939697652,43.5034437995754,42.6131717580854,41.528849505936,39.8470481036455,39.5541213783415,39.5032699257624,41.7928683472146,34.3592880390312,36.7516825299826,36.818235139588,36.582411543101,37.3076591275845,37.5928391774444,37.9425847682136,38.4743727949392,40.1556962629281,41.537718620332,38.2601090070614,37.4673660521497,34.8036775533799,38.2139534124921,39.56482283737,35.545470366655,39.5377161001354,38.5929395759088,36.813704185537,37.4929719846842,34.2737333296535,35.0460529792489,32.54873110944,30.3612298250947,30.2063406211202,30.7049961178861,31.2545153089367,30.9367148544235,31.1748344236129,29.2373304583339,25.7879447433235,26.4606554022524,31.7880020385182,29.2430664122359
"17",77.4529947564987,72.7007474669333,73.1345274489484,67.5633109401348,64.633504404833,59.3729051280619,56.8608427151805,60.0181560793657,52.7540920634197,54.6470351970508,55.3796923199019,54.5191905155372,51.7402599749967,55.5560190683046,53.1989935049387,54.406750984933,57.4314616796726,53.6017294621799,62.480781622858,65.995430456768,65.9025640106779,69.5146152716059,70.3581294976403,65.2128496554255,67.3992752121587,63.0296733997079,63.7877598402044,57.4472850345197,60.0363937642497,49.033849581538,54.90426932498,46.8096869430803,49.07138836756,48.3059663933299,46.7641744037311,45.8249883149362,45.1171843061982,44.6055687752058,47.4109208022362,38.9417578965067,41.4974707603306,41.7883102772086,41.3624196596515,42.1554940781828,42.3248318905682,42.6386937473208,43.0191383965106,45.1578218733142,46.19391549592,43.1754489894691,42.3311759142528,39.9795370343654,43.9314462954118,45.2781891117437,41.4205470936669,45.5028843077353,44.3352930363465,42.4800244644337,43.3663764516286,40.0060373892246,41.0027562342897,38.1794174591584,35.8071024719975,35.3581259847711,35.8502029480657,36.6086554164124,36.0195896056879,36.2564917610001,34.2899637409856,30.110349099017,31.1871608138863,37.1906224753792,33.7001237904919
"18",83.9887859323182,78.8720110411005,79.4666580394207,73.1814264238643,69.7074854071185,64.3022430602862,61.7909066412675,64.8277597688774,57.3086159668871,59.0049601113704,59.1721371648239,58.7173950823257,55.4098401124924,59.4597221602357,58.4396626789299,59.2912820002738,62.2317573957782,58.1237840872562,67.7662045202124,72.054681899066,72.4964775332737,77.2864467723343,77.2882409653929,72.2770419188438,74.6297425120797,70.393658098539,71.4235372027297,64.5198895964134,66.9616239348668,56.0953255136979,62.885344088372,53.2420708640058,55.3704023034421,54.7422712473072,52.8052410759801,52.6136930923737,51.4748898272948,50.4878723565097,53.7656595653626,44.2136889037752,46.8682930202748,47.4507207202011,46.8092638960504,47.6221858988914,47.6276978378071,47.9143054315024,48.0715635400601,50.708091482153,51.3942515780349,48.5799742835028,47.7512526115628,45.8390135180292,50.2854543312614,51.6817126237899,48.1127160160843,52.2926632635621,50.9121170353235,49.0073419053446,50.111032989068,46.6046441451333,47.8472788785481,44.7083913002106,42.1546001278165,41.3688974361511,41.8708001097113,42.8892778898518,41.9584305026113,42.1499877052788,40.2149423586142,35.2059232577772,36.7473899215305,43.4641088161449,38.8768642441397
"19",91.1589118070817,85.77080977433,86.6340884249977,79.4551071373576,75.3578281883971,69.886394833948,67.3329803807149,70.1828269253039,62.494801348114,63.8685836868912,63.4072171898651,63.4541944046279,59.6535277780707,63.9328249553533,64.109366832647,64.5768302392198,67.3951947878026,62.9818212341013,73.4755325746201,78.4268454325769,79.6258670691086,85.6194517525922,84.6628342751834,79.8834638914907,82.258327866138,78.28967597289,79.7131793786498,72.3179680492733,74.5329398591945,64.0355986834786,71.7318511387749,60.5864749861552,62.4797338481591,61.992980032189,59.7631271094642,60.2863611219238,58.721827241296,57.2622875309564,60.9410502062369,50.283819949713,52.9436958055349,53.8900986319317,53.0071578712275,53.7847010486763,53.570921385004,53.8329156690129,53.688997248729,56.8482689546825,57.1874371426655,54.4832794750464,53.7684383543309,52.4428684398431,57.2967493390719,58.8132470951756,55.6854474260551,59.9778490360926,58.4197819233687,56.4875906954591,57.814529514128,54.157876952032,55.6555084031965,52.2344412118239,49.518461050842,48.3562260750643,48.9019714869179,50.2367113717732,48.8867428518116,48.9699447866318,47.1480616974212,41.2078718225979,43.2792722306217,50.7383252902482,44.8980992466736
"20",99.0393819669861,93.516061570792,94.7055793306979,86.5394475250727,81.6904374459903,76.2646352262524,73.6271139290447,76.1444514101056,68.4200539024365,69.3511819936387,68.1815199442069,68.7684575517234,64.5379759797919,69.0494736481467,70.2155741177302,70.3021523111742,72.964401597715,68.2336313977235,79.6424914998065,85.0830914712026,87.262263909676,94.3910174193717,92.4518814932681,87.9957818799127,90.199904129698,86.6500920586316,88.6095754474751,80.8201556667698,82.7360570207116,72.8748471626344,81.3771048182944,68.9187876953933,70.4639004752829,70.1051534163902,67.7313042175646,68.8899018974765,66.9376606471318,65.0333747957269,69.0177283958511,57.2737281812833,59.8085053908093,61.1834655226425,60.0341482287132,60.7292284650071,60.2371831046571,60.4557799935947,59.9405778577657,63.6120826377728,63.6064392357471,60.8686554278507,60.4096035689406,59.8338605938073,64.9637951699196,66.6767025037842,64.1705680944005,68.5908467453252,66.935993659006,64.9716573266806,66.5256165972213,62.7231671516137,64.457650941686,60.8208428940866,57.9960524981445,56.4220413220141,57.0779730183461,58.7825779090919,56.9401106508903,56.8301698724346,55.2257108221475,48.2561119882545,50.9332817659636,59.1583412712508,51.9145980966782
"21",107.751803734101,102.254077749293,103.801907681748,94.5880913582823,88.8567671340729,83.594446503655,80.8210537121021,82.826783712107,75.2210271811406,75.5781571249757,73.6157248848061,74.7586443984078,70.1700392561197,74.9197696543911,76.8193442074131,76.5473244807691,79.0122720001531,73.9559910777316,86.3324714177926,92.0607706235914,95.4197157292395,103.541759588292,100.652676185824,96.6207621517663,98.4392378996939,95.4636262947824,98.1090462984819,90.0530730073211,91.5902517857849,82.6580112974631,91.7944441808064,78.3408495711442,79.4246196154207,79.1722074868062,76.8323042448888,78.5108919445849,76.2405989356978,73.9419940950002,78.1070440946108,65.3307829418424,67.5762602001882,69.4413965702396,67.9964983551422,68.5742414615366,67.7293969949816,67.8773427617572,66.9191424970095,71.0611278179975,70.7258094873293,67.7696483699244,67.7252887306392,68.0717063052141,73.3128807508048,75.3003372482515,73.6133733121993,78.1869611967163,76.5534694311987,74.5336923660441,76.3168362304758,72.3728287167491,74.3110993834416,70.5489068976027,67.6986475397633,65.6884795232166,66.5497094754344,68.6762223842801,66.2726388242053,65.879174398998,64.6069867063839,56.5230802177603,59.8967822492798,68.9011321762924,60.1014507418053
"22",117.499905142385,112.195929498211,114.052379820266,103.829413465558,97.1182451882413,92.1074456810779,89.1345847412419,90.4160537322425,83.0865783786476,82.7480543147901,79.9155437013154,81.5776643654638,76.6882289367066,81.6960324663736,84.0504879076527,83.4717271467826,85.6830451725426,80.3012293157114,93.6638088401066,99.4888320574321,104.11528671346,112.984707132237,109.27583077006,105.783480558306,107.021903785398,104.754275186206,108.210342038085,100.039408282008,101.109301369658,93.394683823227,102.910195366883,88.9223349187388,89.476086831641,89.3077415182104,87.1511852679731,89.2497208735454,86.7588721791791,84.1263054674,88.3443612213134,74.6232973573125,76.3947628860514,78.7907046598933,77.0069364162903,77.4900765270954,76.1918447620935,76.2278377148568,74.7674465261878,79.2856545571631,78.6468758052883,75.268642633665,75.7773241185776,77.2053719526793,82.3980429891775,84.699422257525,84.0297487664496,88.7823773172085,87.3270401987714,85.1883918746178,87.2137696739255,83.135982102178,85.240618228032,81.4494554267684,78.7009000194418,76.2448332937793,77.4374446049061,80.0236001646661,77.0165809594968,76.2876667320203,75.4366705638746,66.1881235949412,70.3913129185881,80.1849238142481,69.6677515145059
"23",128.491219370445,123.565850058803,125.636625315331,114.497106689908,106.734964012233,102.048700277259,98.7965378061145,99.1178257748838,92.2347212628468,91.0681636548647,87.288738675217,89.40316412429,84.2670095025261,89.5573375403552,92.050649721974,91.2356890341993,93.1203420028498,87.4136621411532,101.760567620484,107.490303050124,113.397916921346,122.691874616113,118.352948239098,115.530822040095,116.005737818238,114.561925774494,118.936054590886,110.832371077257,111.333456324709,105.121713143885,114.691026562995,100.76768778283,100.758066323475,100.653182386211,98.8178400698628,101.231975226622,98.6560398579409,95.7668499625554,99.8922556198701,85.3530661506825,86.4347200225064,89.38675941398,87.2109878391627,87.6671939878875,85.7862437084752,85.6639572220291,83.6417171453973,88.3952992391498,87.4960013353579,83.4653291368463,84.6457915057276,87.3055792467088,92.2848153670728,94.9154099494893,95.4519813525091,100.418813383416,99.3356836234235,96.9801234525216,99.2682565304271,95.0611698859066,97.2931495481891,93.5754332423219,91.093965041697,88.2041092255374,89.8862304314162,92.9562514274364,89.3319289896735,88.2572365839657,87.886911146052,77.467443433154,82.6760253023051,93.2576564493631,80.8567068293405
"24",141.081496857781,136.688581061692,138.789997342459,126.926919851037,118.146881803076,113.76780908908,110.135962538661,109.290629065267,102.980345893406,100.869401792067,96.0906945918503,98.5468871816842,93.1641886525958,98.7738086545604,101.124528559995,100.157608332413,101.610236287357,95.5734223462021,110.86069332409,116.38119455763,123.391570743928,132.724360077375,127.997968462684,126.005163169715,125.621007169178,125.055297385296,130.384872106827,122.5498790502,122.354840764275,117.875601983256,127.146165168873,113.955640252572,113.453835570998,113.424225801065,111.920204365119,114.653819715646,112.149297663699,109.056304009131,112.981681412062,97.7553185648828,97.9376574111871,101.434961519823,98.7928638574503,99.3968294544895,96.7576161205784,96.4384831795076,93.7984257818817,98.5889767525229,97.4834082663443,92.6025459397969,94.4672947705026,98.4671348936666,103.139819626925,106.036365021011,107.91420351334,113.123276061089,112.614982370286,109.897135239603,112.497866351091,108.163709330384,110.522927331125,106.93823015523,104.922104712437,101.635382294091,103.97514691239,107.52580932341,103.329799906723,102.039456137311,102.096860444772,90.5776388907424,97.0646120036564,108.43408259953,93.9508722981281
"25",155.578987332384,151.886799351551,153.792636827866,141.477050880082,131.743816125295,127.628256150001,123.500016431977,121.273864816224,115.672401274378,112.496250862409,106.664039631941,109.310566525519,103.673645578181,109.637878351694,111.527896954681,110.506234026485,111.400759304867,105.022577730682,121.173082059782,126.373074549007,134.223357766958,143.161409945086,138.322884744485,137.325873587898,136.010854274731,136.341126802298,142.633386106537,135.298494417036,134.269773408241,131.71658725584,140.301426083756,128.611660790837,127.745647880618,127.822684399113,126.615453251688,129.698590247205,127.477329309162,124.234520522603,127.859479557326,112.108452567153,111.154315154689,115.154089929702,111.973287238679,112.966282704599,109.362851429237,108.816242688165,105.491120035135,110.065955588966,108.813543834956,102.877261420411,105.381621930668,110.810193810156,115.100918358583,118.168567431951,121.467554198668,126.947204001427,127.241305799909,123.967521116706,126.947055743661,122.486355165471,124.986688827346,121.579219719181,120.254335489318,116.638425764901,119.827184100504,123.830381932031,119.168086659124,117.898582872102,118.240390443908,105.771208558357,113.894944566292,126.043043719506,109.279698296592
"26",172.424197821506,169.567161480351,171.055676189634,158.636939389088,148.036702113231,144.076848303613,139.341283875202,135.602543926524,130.80371452239,126.476796869383,119.535014880462,122.183009186501,116.251955676456,122.586661425587,123.738162791215,122.740794637679,122.940763776183,116.181123567034,133.069649047941,137.88722539518,146.20728740288,154.362910848168,149.643189695184,149.790669851153,147.540512935613,148.697359118926,155.902752511771,149.310718460695,147.312917927221,146.790160797311,154.377849934398,144.895829509268,143.847079051488,144.122564371023,143.08632347233,146.638411372769,144.976727107442,141.58375584236,144.888347646276,128.740440045163,126.416896691365,130.827859045917,127.078924242025,128.760770839163,123.987544132222,123.227849013405,119.110194569558,123.193926035756,121.81140487816,114.681911469176,117.646847243985,124.572249948481,128.467852151992,131.586586169797,136.252473221392,141.998462711932,143.302670827823,139.230398773326,142.682591190732,138.109854764859,140.803356938496,137.573075113179,137.14910093227,133.294136008789,137.508524493158,141.912005307843,136.970996332456,136.130482564031,136.455352249354,123.267435438536,133.514845929761,146.443124715363,127.204422191824
"27",192.05443210478,190.176766560593,191.03465716315,178.95599778384,167.567444282951,163.628907239214,158.175569387896,152.834080270775,148.938326057594,143.393104221297,135.273879815839,137.676891342897,131.413262185933,138.108569007049,138.199907351551,137.30269023097,136.656805570558,129.454628232535,146.899415546817,151.259468874232,159.616800983337,166.603960220406,162.216075923806,163.641780164609,160.467041824268,162.322910394893,170.363046985845,164.786729705236,161.690986298432,163.239966444744,169.551045805177,163.002121868687,161.981158037245,162.592995358757,161.573309999012,165.734353188436,165.007746705974,161.438283971959,164.449704614206,148.03599831873,144.0823222695,148.762466407811,144.471753065356,147.186792996386,141.042765399988,140.125323580652,135.060756527334,138.333571274116,136.804137474087,128.364422421926,131.514073391266,139.996472459229,143.498213157269,146.546513832976,152.403542368278,158.390579221829,160.915575777182,155.750151666311,159.783823833011,155.125563887135,158.077538375561,155.005689250082,155.680036781683,151.705985196252,157.124209385795,161.851783409464,156.905874308861,157.050463345191,156.912791534924,143.325563485797,156.306806536858,170.020365718701,148.15080955192
"28",214.986529499713,214.199024778234,214.432881479888,203.13828079121,190.836952154196,186.812508330562,180.603446570675,173.762489773119,170.84241147363,164.090446446189,154.667915079316,156.56270685371,149.962118835413,156.919396335697,155.658953614956,154.858016918904,153.258839835336,145.483765148511,163.246787270872,167.048489310044,175.078752430464,180.701728528227,176.673895497062,179.415869859469,175.323603629664,177.63897221013,186.423755592283,182.138052664724,177.876920004133,181.438624760037,186.410120661762,183.276277535684,182.3740887131,183.55030098001,182.480865064462,187.351140893823,188.090508973176,184.228753421488,187.099930649981,170.4453532594,164.583169833671,169.344110018046,164.729269713011,168.706804346916,161.128083828614,160.22455998407,153.923912085284,156.130949022154,154.288681193325,144.530910746077,147.449498427421,157.601320896819,160.691974282681,163.659717353005,170.295597978655,176.424108218358,180.326170774159,173.746952140113,178.467351555821,173.802508998959,177.067264243534,174.141050013216,176.00178565054,172.026747159316,178.778736325142,183.764445433278,179.165936676149,180.93934236725,179.769616872803,166.108961076344,182.541152139264,197.082213080061,172.539986916802
