"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73"
"1",1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"2",11,8,8,8,19,12,28,18,16,13,18,20,14,17,9,11,8,6,2,1e-04,3,2,6,1,1,4,1,1,2,1,3,3,3,5,6,1e-04,1e-04,2,1,3,2,1,2,1e-04,1,2,1e-04,1,1,1e-04,2,1e-04,1e-04,1e-04,1,1e-04,1,1,4,3,1e-04,1,1e-04,1,1e-04,1e-04,1,1e-04,1e-04,2,1e-04,1e-04,1e-04
"3",8,11,10,8,14,31,15,14,24,22,10,18.6258338773217,16.3062820700254,18.2704571557924,12,10,2,7,1e-04,1e-04,1,1e-04,1e-04,1,1,1e-04,1,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1,1e-04,1e-04,1e-04,1e-04,1e-04,1,1e-04,1,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,3,1,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
"4",15,7,16,12,13,16,7,17,16,18,14,19.1415213803923,16.8610917473599,18.737257879325,18,8,14,10,1e-04,1e-04,1,2,4,1,1e-04,1,1e-04,1e-04,1e-04,1e-04,2,1e-04,1,1,1e-04,1e-04,1e-04,1e-04,1e-04,1,1e-04,1e-04,1,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
"5",26,18,15,17,24,24,19,21,18,11,25,19.6706086462432,17.4345978031949,19.2147138561196,13,13,8,12,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1,1,1e-04,1e-04,1,1e-04,1e-04,1e-04,1,2,1,1e-04,1e-04,1e-04,1,1e-04,1e-04,1,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1,1e-04,1e-04,1,1,1,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,2,1e-04,1e-04,1e-04,1e-04,1e-04
"6",9,22,19,23,10,25,21,16,15,21,26,20.2127857783672,18.0272930843744,19.702119028562,17,21,21,16,1e-04,1e-04,1,1,1e-04,1,1e-04,1e-04,1e-04,1e-04,1,1e-04,1e-04,1e-04,1e-04,1,1e-04,1,1e-04,1e-04,1e-04,1e-04,1e-04,1,1e-04,1e-04,1,1e-04,1e-04,1e-04,1e-04,1e-04,1,1e-04,1e-04,1,1e-04,2,1e-04,1,2,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1,1,1e-04,1e-04,1e-04,1e-04
"7",12.0860970857047,10.7367165249567,11.5093739360475,15.7822147069375,12.3500830198655,18.8521155764012,15.8295093031026,18.6751597783622,12.2992141503195,16.0325445522781,14.8943174914492,20.766543223171,18.6393480650311,20.1972672032953,18.0331134241079,17.8569425459294,17.54072075377,18.8787856050695,0.0975930738462634,0.0986428560287384,0.0861770781243186,0.162625723530499,0.0750180260764918,0.0950331512419037,0.058349272929619,0.0554553831235896,0.062787885422649,0.0920873326592115,0.0507925141475493,0.0467534846333429,0.0701968468333519,0.0604114412155395,0.159470359770836,0.111789304309317,0.281994383711222,0.04526388671224,0.0548110493023304,0.0385022291103589,0.0283536463136701,0.0539748710882251,0.0472491117696696,0.0424599787694782,0.0224850396563305,0.0460489330820418,0.0477869017160366,0.0875992920941795,0.029653768081592,0.0205640402580697,0.0327028383147262,0.0402499755395212,0.0197754812473499,0.0142190039653418,0.0329398426108553,0.014008277911388,0.0398863210341528,0.0121070367688771,0.0232672434262382,0.0622226052859868,0.0782683702485124,0.0649781226139268,0.0665670240175196,0.0598715630620481,0.0994672808297143,0.0421769861372091,0.105257648762132,0.0630419233266068,0.0603191945364318,0.0806177956951088,0.0470573335224296,0.0669168030309387,0.0586089149953219,0.0661972397557405,0.0411278281440729
"8",12.5475555446287,11.3259586775323,11.9578130263137,16.0781874093737,12.8647866237575,18.9166556724304,16.246610296594,19.0202222561477,12.9435642989235,16.6333958058375,15.5384746435043,21.3303201978039,19.2709272146186,20.6979003755205,18.8892842125547,18.6241925197227,18.374134308899,19.7589439904097,0.119136099978683,0.119759751664801,0.106130970865293,0.194402538862839,0.0922721412218572,0.116116830363739,0.0724009056708885,0.0694852097613669,0.0780868657885207,0.112589780400878,0.0637153452455305,0.0587578054951021,0.086985181120462,0.0750578223318271,0.18847191051352,0.134404666441582,0.323425012738119,0.0572786805201376,0.0689914378242488,0.0492817550824834,0.0365547588912467,0.0674795996160862,0.0600089816100517,0.0537291063199019,0.0291515916529816,0.0580024223338226,0.0597747810681412,0.106963938584341,0.0379166291148839,0.0266432554632334,0.0416098447721584,0.0502362983319898,0.0255980009084798,0.0184525010812685,0.0414352458596718,0.0181044703134941,0.0495123537057738,0.0157113500534126,0.0293736037499224,0.0753199745526348,0.0943581699478025,0.0786232090005394,0.0803398461284644,0.0721422546339275,0.118693745650457,0.0512653076448272,0.124642532568892,0.0758362644035387,0.0729781870711307,0.0959767911446326,0.0569439457072265,0.0800624761674429,0.0704507501877239,0.0797551953947154,0.05044374770802
"9",13.0285685050736,11.9484336439706,12.4268241485796,16.3839849553894,13.4029397466203,18.9880073379203,16.6769658136479,19.3742055540552,13.6214540873074,17.2579842615923,16.211667188638,21.9023271712651,19.9211699484067,21.2039358166919,19.7840982530812,19.4253080665693,19.2448835752034,20.6794616520427,0.14543771883557,0.145400379643073,0.130706708450236,0.232390341413977,0.113494063888895,0.141878404841636,0.0898385450466646,0.087064913670624,0.0971140553929797,0.137661219203113,0.0799257494267352,0.0738447365721478,0.107789062682963,0.0932572890511912,0.222763192231259,0.161603382326627,0.370982708288132,0.0724824201608839,0.0868401345168063,0.0630790567864486,0.0471278896686491,0.0843636936086711,0.0762144492432474,0.0679889090076756,0.0377946337152889,0.0730598868114812,0.0747724106235221,0.130612211871038,0.0484826291087502,0.0345195758902374,0.0529426494464155,0.0627012616491813,0.0331348023586991,0.023946636182624,0.0521220106193521,0.0233984146916627,0.0614618864435501,0.0203886629858607,0.0370828117633576,0.0911747029495103,0.113756048943766,0.0951341640601269,0.0969627571814592,0.0869274453345175,0.141636957601657,0.0623124017459673,0.147597812174522,0.0912276859148081,0.0882934892101229,0.114262393430811,0.0689074684589311,0.0957901217589896,0.0846848448065212,0.0960895091543546,0.0618696401875036
"10",13.5316502740402,12.6068246295746,12.9200481963067,16.7034603833961,13.9673649624933,19.0715651440693,17.1229160645359,19.7394552235908,14.3344333066242,17.9083099085368,16.916241914804,22.4804273200646,20.5889157316148,21.7153023876691,20.7175079274282,20.2625775852813,20.1526193850391,21.6415880687281,0.177552826082876,0.176537614552547,0.1609768268523,0.277805264923518,0.139595464370675,0.173356202882244,0.111480745612999,0.109093244112587,0.120778534032173,0.168325090114386,0.100259697556956,0.0928063890756512,0.133569501617624,0.115874501969384,0.26332667823348,0.194324003172275,0.425616727680777,0.0917211892154316,0.109305629972404,0.0807387297873026,0.0607589639457755,0.105473335034241,0.0967955876940868,0.0860327895270908,0.0490000648994197,0.092028704612999,0.0935385591356766,0.15949519914754,0.0619947069733029,0.0447241788498544,0.0673617401580981,0.0782612861738281,0.0428905414459618,0.0310770389668675,0.0655658291664982,0.030240307455824,0.0762962408204612,0.0264583806481463,0.0468159412220298,0.110367847940103,0.137142702115148,0.11511346294356,0.117026101581373,0.104741951176353,0.169015858284129,0.0757409362468419,0.174781510358434,0.109743918652367,0.106822021730184,0.136032801795517,0.0833839196010309,0.114606322728404,0.10179404802779,0.11576816203404,0.0758831646280778
