"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73"
"1",1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"2",126,145,164,164,155,195,188,176,191,184,204,196,200,155,149,167,150,134,98,84,89,86,68,68,55,60,53,63,64,80,78,61,94,84,96,94,84,83,76,81,82,63,69,63,65,64,77,78,64,60,70,60,71,71,73,67,69,68,57,61,54,48,52,57,64,48,58,55,49,48,47,37,43
"3",98,99,113,112,103,150,182,177,161,152,404,230.875546165946,213.624095642564,209.807923981148,361,359,361,322,67,65,81,71,54,57,49,38,42,39,38,67,57,69,63,69,58,54,70,55,77,65,74,77,61,64,68,40,51,58,51,48,50,49,51,39,53,37,53,48,50,46,45,51,61,40,34,38,44,37,26,40,31,35,38
"4",135,117,127,116,142,205,205,192,195,192,1e-04,212.70244813103,199.810720648355,196.705998256568,1e-04,1e-04,1e-04,1e-04,78,75,67,81,50,60,47,49,40,45,32,66,66,82,95,74,70,66,74,70,73,64,58,57,76,63,68,61,41,54,42,64,51,62,44,52,43,53,45,59,49,58,38,37,50,48,39,41,44,46,50,41,40,39,42
"5",157,155,131,131,150,215,199,192,207,230,1e-04,196.024972445915,186.927705365422,184.432933952175,1e-04,1e-04,1e-04,1e-04,128,99,91,72,88,55,63,54,51,38,19,68,60,91,78,87,65,61,67,73,73,66,75,72,57,65,64,58,56,60,55,54,60,61,59,44,53,43,54,49,46,43,45,43,45,45,37,54,52,36,44,34,44,28,43
"6",102,135,145,117,129,183,230,193,221,208,1e-04,180.757052289422,174.93435494642,172.942626903329,1e-04,1e-04,1e-04,1e-04,107,121,110,89,74,61,62,71,54,49,27,81,59,66,69,79,82,73,63,75,69,65,65,68,64,58,64,58,60,58,51,54,46,47,62,50,63,48,53,48,56,46,49,58,53,40,50,42,57,47,42,41,54,41,35
"7",50.4845676026985,58.1700495866619,65.8958878003225,61.0191135729095,81.2550708836962,114.438167312535,136.985828179357,121.694404261625,133.852074266176,130.268318729309,135.543450506342,166.8723307908,163.826450070726,162.208140351105,138.334096972048,140.448061285428,133.891234785572,145.628039871608,102.021089574014,96.1016772207327,89.8525382075752,80.2474057441354,70.9591082530566,68.1130314764334,62.1396372221901,56.9353983019711,49.8235612491101,44.7360326402362,37.6332265402151,63.8499874398956,59.2059731730691,59.2845858411698,53.8640637570893,54.554479084855,46.8234802231182,49.0598841106822,51.2518787521686,45.450460643005,44.9202014811357,54.1596205398042,48.1099186959024,45.2138359787721,46.3909441102796,47.7626152690856,45.9312679386776,44.8893037039543,43.3425630270672,50.3071497835868,40.6225041218304,47.3249474174411,44.8613031411452,48.4905720172365,47.3464222402235,44.654401973023,43.7713147869858,43.6879768415046,37.5604576178206,44.7076042746034,45.7065729386656,39.8580952925766,40.6312058711223,36.7848717100277,36.8962451655137,38.7372443669323,36.1954496870093,38.2832019506386,36.4863101776892,40.7573721028872,36.4835052915042,34.5524144469414,33.4509480819291,30.1192188049562,34.6203972184669
"8",50.0553039529899,56.8392298025875,63.8086852979459,59.5919062594293,76.8407304737214,107.812275944494,126.874298670635,114.97570679713,126.463513143216,122.948950449125,129.085537756365,154.318930650685,153.585121288357,152.198262024132,133.374274711744,135.402624083625,130.010383072355,141.005110444711,99.4761680811174,93.7138011751194,88.5911976174471,80.2540904538218,71.873086902862,68.7025640154787,63.2758888983906,57.9172259051356,51.010435900369,46.5579766980411,38.7050255212094,64.9586427679717,60.7471562921071,60.2768244169634,55.6030561105053,55.6772085207264,48.2225005500066,50.0324218171982,51.8399101501356,46.284009448631,45.8639150224116,54.0593480560021,48.7541961092919,45.7001161800446,46.9800589225756,48.0704983886929,46.4461326970986,45.2803072581205,44.154058623232,50.3521147418088,41.5917899532743,47.9165061929052,45.6297448270333,49.0835472740141,48.0126327906688,45.6016907509992,44.6947417825356,44.5596762597163,38.6071915989685,45.4926243969272,46.0146753320566,40.6087641006949,41.6123384370648,37.670236887907,37.9705776909574,39.6996041268666,36.9995661543732,39.0270344888971,37.037371884541,40.8507338696567,37.1421728556914,35.3439206071493,34.2867147759817,31.0542869021582,35.7097745987777
"9",49.6583318587301,55.573374156246,61.8312808162603,58.2276114206744,72.7191116659274,101.648063484139,117.606002739526,108.685720827089,119.530080863821,116.090510333294,122.966353972747,143.051890868399,144.206987712849,142.943683776102,128.63538151226,130.579027692901,126.28573885571,136.556452752809,97.0276018154464,91.4213478330992,87.3772566216044,80.2785101814444,72.808250773789,69.3130541870807,64.4393485175087,58.932238770752,52.238121017991,48.4579677458653,39.8179145173337,66.1065761298316,62.3476476416027,61.3066693244113,57.4146714254774,56.8426186558411,49.6749768990077,51.0425217827167,52.4578307268004,47.1525125816033,46.8436022299251,53.9888932528524,49.4244375006212,46.2127994426078,47.5947099111929,48.4020930532702,46.9828310528141,45.6882882218156,44.9912385437242,50.417218950059,42.5929365232537,48.529001819188,46.4221064992758,49.6951551966255,48.6999536272521,46.5733087481979,45.6468919082822,45.4579629201663,39.6914233158935,46.2995121019394,46.3415553226614,41.3853844747218,42.6208814211499,38.5897971409641,39.0833943341966,40.692369983923,37.8341193060915,39.7940709545406,37.6055647474636,40.9602315615029,37.8183476865409,36.1610752145761,35.1497627963876,32.0211428012694,36.8365494597386
"10",49.3157779902016,54.3965833446675,59.9915023887652,56.9465872626337,68.908804588064,95.968902862519,109.176505061934,102.838243322726,113.057286458685,109.699149554092,117.190518551493,133.02257719328,135.684123472306,134.465511687256,124.13978381707,125.997812853655,122.744358179168,132.29617606609,94.6971118859326,89.2484532912433,86.2327666225263,80.3349384713685,73.7727873985526,69.9578320127786,65.6360193562999,59.9948918095319,53.5185301720866,50.4427228299697,40.9824261896255,67.3115852503188,64.0258666288033,62.3926627517198,59.3160395479285,58.0685008801752,51.1928796104049,52.1066873566583,53.1253884286948,48.073485694938,47.8739903372658,53.971935807528,50.1356134005709,46.7698818551272,48.250417776971,48.7754587942255,47.5550552248947,46.1246565447156,45.8635858223804,50.5187210760206,43.6343245604295,49.1740791636354,47.2479794391421,50.3351784163527,49.4185968856452,47.5734317982317,46.636362737868,46.3912877125589,40.8215600346926,47.1355582325445,46.7011097877749,42.1985896051463,43.660742429916,39.5556363815635,40.242207754004,41.7219842093004,38.7107059282819,40.5922887610219,38.1986147137034,41.0988302268951,38.517150075714,37.0110049775354,36.0463780994056,33.023234941418,38.0046857875408
