"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73"
"11",1117.3936838574,1148.94637866338,1214.6077746118,1178.48279525199,1125.72414028133,1154.64080914573,1144.86875348474,1223.05206608079,1207.14486741919,1311.72261079922,1271.97738053107,1192.42977094578,1193.89000643028,1184.14792712678,1293.23529155298,1267.10935266163,1271.36094323683,1247.67266848697,1371.55893650549,1355.09060047125,1381.3067825884,1335.60536062138,1190.96838088974,1293.1502042379,1134.40697293902,1092.57105245473,1054.9809880348,1019.13130533451,824.085206056158,1342.26309644992,1287.14878205266,1233.2782175681,1176.06088503607,1122.97132285629,1098.13759684475,1071.65876008099,1070.53972936207,1102.41052920833,1079.60764008348,1070.63174546852,1016.97983269555,1034.40887508671,1004.39637882309,1024.55309829185,1009.8273902128,1026.6007186943,996.541207959765,946.535612313315,923.313660480527,522.424558632451,501.437242903846,472.628045863318,475.194377282775,466.008355891391,452.776357930882,434.204112410115,418.179560829795,418.928780670351,381.859741898668,382.605266958659,358.100488801458,376.716482064986,356.460143391183,367.700957092345,368.917533890114,379.243870046174,369.000672729827,379.955637493426,360.465018136925,378.320995040552,379.922421716291,405.147446496909,430.536770310794
"12",1087.61021660552,1114.64128355276,1167.31418480316,1143.80906995799,1086.40320283471,1114.81985661439,1109.059849549,1197.90654180849,1183.7200111216,1289.83323380425,1251.31726477118,1170.38069909742,1177.84521126666,1163.13938305057,1291.7711467921,1272.06102067098,1280.35740934642,1266.57456335809,1385.93415688646,1372.98922160935,1393.43986613191,1357.76243848275,1247.83223372576,1343.17916311816,1197.22951749571,1148.40413831024,1103.82884967275,1068.43623045339,883.97868517907,1405.98158412803,1348.23297875407,1296.55215331547,1235.75315634951,1183.05307953715,1161.76524780041,1132.93499434256,1132.92130861907,1139.73232319989,1125.85477567558,1121.58608151477,1065.38950827285,1099.08261816763,1061.11212972533,1096.96497370266,1084.53718734397,1096.68242026719,1060.61518472231,1016.46669139876,988.85526456087,580.704497835477,562.787148004017,534.542463755236,538.693664573677,531.880270242406,513.427846765309,498.353712415173,475.967365869316,476.502420537383,436.771354156458,433.960470371054,406.743175763305,422.573946311498,400.129900482383,405.445110410127,410.063432077969,421.347701382728,412.343488606936,432.342506038133,407.931190048434,429.866468203666,445.465809444737,468.828852207817,493.531276346712
"13",1083.25723460133,1105.77014769238,1150.95665627495,1134.7910149085,1072.5027009908,1101.97664676353,1099.85097939175,1198.95992151261,1185.49493934347,1294.39637591434,1258.93583503765,1190.35560169322,1205.44332037236,1189.01405142789,1325.44785294302,1314.32869509055,1331.31762999244,1324.70426798524,1446.22699713805,1440.75804893924,1454.40715240502,1428.78036804425,1349.58072679173,1442.19131485269,1304.18356503607,1246.6048650213,1193.43624711381,1159.72687246405,979.518480990953,1538.43495868206,1474.6584312684,1416.29498228872,1347.9106206992,1290.02624425096,1268.322105789,1236.64346119719,1242.37198606114,1225.70109425379,1220.86965844795,1218.15512675904,1160.22124164325,1205.53817779311,1157.42967574267,1208.92154772003,1200.72784856548,1207.9210697545,1165.80875631378,1125.24708948499,1092.3311920657,663.10147455494,647.254619149355,619.60830900392,625.03470554687,620.586121401661,596.439318697814,585.825674798458,556.709793676096,556.236982724197,512.422811122755,504.336721629084,473.426860991298,485.480898615044,459.879571813051,458.108494112037,465.925462980793,479.140215584928,472.64183625149,502.239903325563,471.9927619621,498.326419187603,532.552028222651,555.838021239511,579.178371039694
"14",1111.01933083053,1128.59375688984,1172.12101962097,1157.61971526147,1089.61139564301,1122.18275442607,1123.56791200832,1233.24936659799,1219.32368230123,1332.70016124417,1302.83965355476,1249.27550741029,1275.55692660938,1262.76463957682,1406.75217128273,1408.04494148543,1441.06696813936,1438.64659000639,1571.64839902638,1580.30129843595,1584.86359013261,1570.74245085505,1519.86953394581,1615.19205942496,1479.25084814874,1410.04192363737,1345.45579793514,1315.86810497744,1131.53526527366,1779.6297501042,1704.49094265386,1624.75329167699,1542.20470841862,1470.08630196484,1441.72288359623,1406.4123087752,1425.9325767877,1386.05227393734,1391.49630079522,1385.3185507526,1327.43774688903,1377.19715955861,1315.124288256,1382.52509082726,1382.07192479282,1383.44261920397,1335.23700360948,1294.96571734125,1255.30617638402,783.946632641763,768.330939252496,741.536440574708,747.502308162433,745.215463000141,715.039998169311,710.512812262838,674.742483232798,671.692549378645,621.471852292098,605.072790887955,568.953498644314,575.484757330462,545.175847119169,534.441089954044,544.907238903438,561.751946688291,560.123830059419,599.49605039693,562.193754905842,593.055619641888,653.126083834848,680.271860864363,700.833073454061
"15",1172.09770081028,1183.79598487615,1230.49087310454,1212.41871601225,1137.39500607477,1175.30987617471,1180.32380675585,1300.81539184377,1285.31515185398,1404.46078794069,1383.03815617162,1345.50873372953,1387.54422546164,1384.97835514578,1538.87443392573,1557.74202851038,1616.37173260641,1615.80268534927,1771.44258856888,1803.83583774636,1795.90847795694,1796.94338332802,1775.43458122737,1879.28072441353,1740.11795951114,1655.92808601771,1575.91283943987,1554.53993343841,1357.62895113129,2165.42362364607,2072.3219531123,1949.69103330567,1843.75446819862,1744.66031892107,1701.6148797545,1661.49569307848,1706.60615342073,1641.47155263226,1659.71865520364,1642.55819683949,1588.21879428625,1632.43356980203,1550.93026295335,1634.87927668228,1647.23640798168,1641.00493860762,1586.55649268648,1542.69120778688,1494.64549465265,956.108697123188,938.572048106042,913.735768421365,919.126435062702,918.841432856747,882.438038794878,886.81351564385,845.180206006006,836.942494250629,777.26626128292,747.762567579154,704.502663892376,702.760889352802,665.73538422587,643.188483159257,655.43931704041,678.414208075983,685.413375976352,734.137670287442,688.160157986783,723.339700439093,820.081794930095,857.289836932672,872.118898278108
"16",1269.83333736427,1274.0184487931,1327.77659669775,1300.81534522215,1216.98759972948,1262.89863260183,1271.84337304391,1402.52069835235,1384.37284006915,1509.74259352257,1499.96091622163,1473.62186215629,1536.78522215769,1553.12260395626,1726.04149952567,1769.19840113381,1866.06310152456,1865.77436559803,2058.50725030044,2128.88105936488,2103.95466162436,2126.89855624506,2139.13260240026,2258.20370459651,2110.78111551233,2008.45475981886,1907.51069685772,1901.0953072166,1682.52891855766,2751.10008352122,2632.17957620489,2433.06406303324,2290.27711323708,2145.15952348063,2076.73663360616,2029.9105461527,2118.3170048664,2023.80011611545,2058.52844102384,2017.88422604979,1973.63852454271,1996.60189538413,1888.17826457508,1988.78590672218,2020.96370534859,2004.16910688743,1943.29812845598,1890.62195751926,1832.77214616681,1196.58321490591,1174.70869663663,1154.53631748387,1157.67680327456,1159.28206392885,1116.93724659657,1134.77269868349,1089.83901937202,1072.04798351009,998.86875601343,948.840485864716,896.046308400531,882.038271524428,835.764331231862,797.448042764631,809.918264384743,842.807373596895,864.375566188595,920.210341377764,863.45573604999,901.923969738226,1051.17240160168,1108.36114673094,1111.7621647604
"17",1403.74385312493,1398.13709280179,1460.84913258329,1420.17828920099,1325.49738061978,1382.16707001007,1395.36901998177,1533.70521809866,1512.08730219896,1642.53812125488,1647.20174686301,1629.16720046584,1718.47701809559,1763.30529658271,1962.02233046834,2036.15511144478,2184.60364757332,2185.06919461681,2431.37601688823,2557.31744930338,2511.38874291746,2566.09534304871,2619.3225878965,2760.09514923882,2600.68080977087,2479.50745325671,2351.25442303715,2368.72840267075,2120.65499142979,3574.4445525362,3423.76183279905,3103.67555757667,2907.0976980499,2691.45541421976,2586.59682739358,2529.94628827963,2683.55721728301,2553.70654922035,2608.2062059477,2525.81496063728,2501.17348331952,2482.33259132483,2338.60451113581,2454.54108168011,2513.68045796125,2482.35733765417,2414.24891071979,2346.61041594226,2278.88308383052,1514.72462689281,1487.34330938534,1477.09799130148,1476.20101600027,1480.05724523167,1432.61194939427,1470.34540369519,1427.21157055258,1393.65581047449,1302.45228819354,1222.05243509609,1157.30788362128,1126.46026643152,1068.43066792244,1009.79651906887,1020.13515919815,1068.03132419104,1112.27140713392,1169.87225506941,1099.67449799357,1139.21947260994,1361.64002983546,1451.76645300454,1434.18661328876
"18",1566.4960125796,1548.47939916398,1616.7907850404,1560.13581960952,1452.58707698889,1522.14774368036,1539.5786271574,1678.9828382813,1653.90155031777,1785.12958176019,1804.46208538565,1793.0786820775,1909.52283552699,1989.25322300534,2216.70699899664,2323.58417067933,2529.72213077688,2537.12901700093,2850.33928303733,3045.77417155479,2980.75104359814,3078.18484617438,3180.0126631004,3345.13785871804,3173.6572688289,3040.65642456909,2879.84688097322,2928.13264952115,2648.65869087065,4587.50495187992,4410.87550116593,3932.15560503288,3667.00190838613,3359.30944039326,3216.20183638583,3143.93748127225,3377.91178474992,3205.13497628321,3277.1680997422,3132.35539150376,3135.1383616936,3059.5928460468,2875.36596411017,3003.18526741107,3089.77553332843,3040.27758750565,2960.95828060862,2873.60925606797,2799.69787638008,1893.26142283458,1864.95790521283,1873.48613572439,1868.57711856703,1876.7004941095,1824.83272475812,1889.54595529922,1855.5474951457,1799.68552470165,1687.19874179604,1567.02048686307,1489.07605887147,1439.45083705955,1368.866578264,1287.16919880195,1292.70767706365,1361.22120482731,1436.27232145248,1485.50510100755,1398.32438960269,1435.51683067533,1752.60336179547,1886.51072291659,1834.25613188712
"19",1754.73596999249,1721.60318680288,1789.04225022704,1715.38556714611,1593.13638980915,1677.06806413825,1698.23434763142,1829.60070034043,1801.34503476896,1927.37984288733,1959.8483482366,1955.27131999158,2096.83627332082,2215.19556140773,2468.68951534369,2605.48915997289,2867.90324481833,2892.28137745274,3282.20171450165,3555.3202736081,3478.61271096259,3628.87842672248,3784.43944682566,3973.82556409007,3792.10295912353,3662.16690764678,3465.4716676959,3547.62305211215,3238.59552262769,5725.00849418648,5541.45915399283,4881.48840396616,4536.82668024773,4121.71317618714,3949.05678405983,3853.20203279713,4172.96837128008,3950.02049481462,4030.62478488824,3803.4098853146,3837.15567401174,3698.496586577,3472.32169825662,3606.19509424575,3712.64354553222,3642.54453705956,3544.36684013793,3433.83567596796,3360.33032579046,2311.07158245702,2292.12826174118,2331.01267725068,2324.22257462488,2340.24897978803,2284.63650431838,2382.96900282555,2367.4907878204,2283.43277490838,2147.99701326503,1980.64701654708,1889.57038839778,1823.25917339061,1741.58761594616,1637.03420590724,1634.80037334768,1730.14192862889,1843.79891000887,1869.14028114232,1760.5627421884,1790.74735044217,2222.75692439714,2407.69141034882,2303.4876356614
"20",1952.27057410543,1902.48120262262,1956.9514302142,1869.10926076435,1731.37026720708,1828.83397748149,1852.16928463541,1963.78678176295,1933.20143135891,2046.26043267593,2086.62200410446,2091.84338420963,2249.90150823558,2402.04182130629,2668.7351879729,2823.06407473201,3123.06506754083,3178.86100376461,3641.37302049269,3981.26047598776,3909.35472080397,4114.59162380211,4322.02922695054,4528.63284625634,4342.94209504765,4241.34918147178,4011.78323432262,4118.23791670228,3790.06621614558,6746.85985936016,6595.24091531889,5790.62193581731,5372.67005734642,4862.36211435203,4691.97283517619,4563.74176160302,4944.63696915994,4666.93131477733,4736.55388918479,4423.77786472463,4477.39250920831,4297.9978748721,4037.74200096203,4171.10876540641,4273.79027792396,4184.71431563162,4054.34757621016,3923.05443709317,3858.7847425489,2699.55009085482,2708.95643042668,2789.56370965071,2787.52011836874,2817.66463165359,2757.51953475663,2891.38795916061,2901.06305671802,2789.11103707319,2633.98153656162,2422.03803866035,2320.70828757313,2249.20942540411,2162.90731698301,2043.03548207154,2032.23389940164,2158.43865997141,2312.21073551759,2296.1182794885,2160.92529955437,2180.00460367359,2734.56096267551,2961.99876531645,2789.87789213339
"21",2151.81214287971,2085.0960313014,2113.92178601749,2015.33620826546,1862.31329324648,1970.7385503576,1993.81959044353,2074.76249828464,2042.19665293172,2135.36987380817,2177.77865972264,2194.31002949979,2357.76823389422,2534.71745966194,2799.44019676984,2956.21014316598,3268.87396035525,3367.58240746495,3890.3890774739,4275.31985987025,4224.41805609131,4479.28221559855,4731.04446824255,4946.86929263821,4763.91425148342,4718.05696371283,4463.85798825043,4577.52722010199,4240.97387741327,7512.07581612292,7433.00461733737,6558.19637628376,6084.24557756341,5510.14631337148,5382.18446145147,5216.56654044877,5618.44348626725,5287.6957422444,5324.67321435447,4938.70328804325,4993.14207993363,4807.48701815287,4524.96476980349,4650.37092649963,4719.40780950333,4615.8244403318,4438.89799571049,4291.64303902496,4242.75187464427,3017.13593076092,3074.0281250322,3203.96150807532,3214.40235503576,3265.07080209375,3200.26443472109,3367.0367697118,3406.02345678749,3272.078373348,3103.81565557781,2858.17204606432,2750.81082014158,2691.62594562073,2610.68440626776,2488.81016991683,2470.94917255059,2630.57823160267,2821.82171031354,2748.25574555829,2581.48307395793,2586.01578186766,3259.51175107438,3511.07458364862,3257.87378567632
"22",2337.80785614754,2256.88832944899,2251.33758190304,2144.56367372212,1978.67815839847,2092.33102386822,2111.48825642984,2155.69263908637,2119.87737158386,2189.56501364913,2229.50745495787,2255.40478133932,2412.49068632504,2602.10732325093,2849.65229980323,2995.83107404946,3296.71383040774,3439.99048601167,4002.79848094961,4404.48682382153,4379.69083864163,4669.61815988852,4956.19165225249,5176.34407355209,5003.24487313264,5034.01220401124,4770.20869969785,4870.99522112071,4533.19499095018,7923.35520040105,7938.20412089788,7088.04762512772,6583.59760344635,5993.54285934397,5938.08088860048,5743.87244695017,6126.59320933178,5756.41969711191,5749.10677347602,5322.34850303601,5357.85549189654,5195.57776162234,4901.54873556965,5010.315899065,5019.38240859222,4907.44731457834,4673.52634051755,4515.7249058629,4479.24745765784,3229.25965709007,3341.79367329403,3518.8355083772,3545.3535252574,3619.57494900045,3554.3639878014,3746.6878605714,3815.93888957298,3672.24166713187,3500.59844257473,3239.8950574777,3130.56116742794,3100.36568901281,3036.31121460962,2927.72424489062,2908.85491664415,3102.19057871185,3326.59831703713,3193.42619990796,2993.36889558693,2981.75853732619,3757.6705801445,4010.85890267384,3669.36356621003
"23",2503.03306105824,2412.59187847998,2368.02927079491,2254.31824578498,2079.23742267397,2190.92536747145,2202.15806170916,2207.57740087717,2166.40477125119,2211.67867464089,2246.14241787779,2276.16537493671,2416.47543784862,2606.63860855318,2826.63438498307,2953.07349216103,3223.49964225299,3405.23524922848,3986.16216844899,4378.17796410433,4375.70257862903,4682.21065966348,4993.20741095482,5216.19179726747,5058.42688314792,5176.32054582122,4919.93476262936,4991.05939597755,4654.51936610998,7989.25484610458,8099.0253443379,7358.1603721047,6848.98974177872,6292.05094658649,6323.32606221179,6119.61838229949,6453.8320957821,6066.26374677652,6013.25080094818,5585.636141864,5586.79939476466,5465.68115467934,5168.25093371175,5251.49886978211,5182.62401977067,5068.29606851893,4771.7215181034,4606.70811097698,4573.76200432658,3330.46813613309,3495.29191376458,3709.33466771445,3750.71413918147,3847.25002248877,3789.09848833179,3997.05619989725,4095.29345496094,3956.34645790107,3791.63133971226,3537.09594232598,3428.8503671394,3439.64766687123,3402.87341127738,3321.51499285105,3310.75807860164,3536.66286454027,3790.69606308006,3609.21464003495,3377.68834412307,3349.86206497539,4203.98620036853,4439.2856935157,4007.43119666679
"24",2640.93838078786,2548.26203982411,2471.12138817578,2346.98032226515,2168.21036101866,2269.20364254894,2268.59415023216,2240.96414172391,2190.45033821077,2215.02291806276,2245.09163712963,2269.18990333215,2387.41623934699,2570.52170074074,2760.9542525438,2867.70987428692,3103.5695490642,3307.7329487145,3891.1013469548,4260.40489173711,4260.92660306982,4567.08529619191,4898.57525428297,5130.79005347088,4991.81689541783,5192.27783870401,4959.31261873408,4997.33443389299,4655.99855535119,7878.66778695592,8057.34448647892,7458.5707697424,6957.78543352526,6464.68809816843,6559.50002173154,6381.62148006603,6678.05851427855,6304.76210616864,6224.15627051823,5833.45894933929,5800.46903147154,5701.24014267514,5398.13466620772,5444.68633334567,5298.42432506104,5183.86222038801,4823.90934441921,4646.99260535122,4599.47935404892,3361.77728576661,3556.53635051458,3789.94379206254,3834.86500533377,3945.05189860232,3908.00817415746,4124.08403932502,4252.7819013946,4129.32093621367,3979.55169297555,3745.38421070081,3638.1855413888,3684.33071406756,3678.54265699777,3626.04107298965,3633.38742097934,3892.23227639876,4184.89670782345,3987.85858299198,3733.82610536473,3690.09400402936,4604.48292647319,4825.79323738713,4301.21446591127
"25",2748.55424987829,2661.55727624797,2561.58075717183,2423.13419601509,2246.45761018882,2328.30276536996,2312.94905277345,2260.26203541506,2196.941790639,2205.55821788215,2232.59315660884,2240.96320760509,2333.94941458757,2504.07761303491,2666.4908048299,2755.15217612497,2956.27505004768,3166.59910579952,3739.01233711156,4077.12242809619,4063.00334755738,4354.0992513377,4701.63528708679,4948.48877651497,4830.24844587054,5100.43528074279,4902.90556818994,4910.30666708535,4558.47245292967,7642.60903731333,7861.23597558963,7418.38831442058,6935.61084441286,6528.13089977565,6655.40627774707,6538.92226064206,6819.50339063719,6493.0467542328,6407.27764617853,6089.7588175939,6025.95419074096,5923.74791700763,5611.74189432709,5612.62640391965,5395.57848393855,5281.33112140672,4856.9836729909,4659.81301286997,4579.54751508315,3338.350886218,3537.54340204299,3771.62449162963,3808.04932737491,3921.202150261,3916.43853096926,4133.42710542848,4291.17014475789,4190.85372844791,4062.13538607174,3859.08456847001,3752.49155430535,3822.08357566522,3846.72434437878,3819.11515031126,3853.22254715787,4144.23734071175,4486.16020634742,4315.19015281541,4050.90691176546,3993.44588743445,4951.4407823392,5171.94160631874,4555.64316951468
"26",2829.60569707297,2755.06121709531,2645.66166562054,2489.25752835057,2319.67282362955,2376.26002975074,2346.19380905795,2278.65424920576,2200.67139584176,2198.87079898836,2224.18628513258,2209.84393169657,2278.24122487754,2433.02813621077,2572.91152936863,2646.49519614871,2818.39658702937,3020.16270245237,3574.06666271333,3880.32400459791,3839.52746784402,4106.57859662932,4467.18906639375,4732.18410146083,4635.11349022707,4953.35431983355,4794.22306756321,4783.79912677196,4417.99255262093,7390.8889807812,7625.87938398881,7326.14233168777,6863.72413800243,6546.19455494819,6673.74076133323,6646.85889672778,6950.26890574317,6699.88606704787,6634.94020989248,6417.63775891454,6332.01378230255,6196.57098506413,5872.35179890876,5825.1776567683,5553.12421711802,5435.37022818437,4939.56847321455,4703.55809354355,4573.03538604183,3303.10875042196,3482.45698418366,3702.73518256306,3721.28280085085,3826.7060863588,3857.24261306721,4070.61353891204,4252.25747249755,4175.3665462153,4070.41629176055,3901.652348593,3796.33549432396,3873.58677780615,3923.44941162447,3911.80458696181,3975.39930502929,4297.38947661264,4698.71633922992,4592.91044812428,4331.99435950286,4265.94614777596,5265.14349176836,5514.58432726381,4809.35286508364
"27",2886.63042701927,2829.94879942319,2723.96399074796,2547.66517097813,2389.30339514548,2416.31348020614,2373.33265756596,2300.66326320467,2207.55873489667,2200.22738081792,2224.08696508544,2182.26095990321,2227.47540780129,2365.36043879887,2488.69058974755,2548.94983636622,2696.79120168319,2878.70904932195,3408.34564866172,3683.22074626332,3610.43404027038,3847.5285184366,4217.0877130928,4500.48998265034,4424.16529252016,4767.2953894245,4644.46994837089,4630.85888939992,4251.0959115642,7138.6682590387,7374.1296340698,7201.66781072516,6761.61011983886,6533.06778857903,6637.71614233958,6719.59790224423,7083.62338213557,6935.39677907462,6916.1901901237,6824.38888191316,6725.8339245799,6532.41741239035,6196.08148791688,6103.44387424395,5793.89607634267,5667.14592451817,5087.19469504113,4788.74918044848,4592.28005066057,3267.32149661456,3407.87159940282,3603.87753425908,3599.44210047065,3688.64387199884,3750.83858540611,3956.51560706889,4153.22696578187,4096.94578568814,4016.63614693714,3882.80571543785,3780.84810475448,3853.04499291978,3921.74590385727,3918.28075017578,4010.06167302045,4359.76769513895,4823.7144733641,4814.1078554728,4569.23250393431,4502.7910735679,5545.9149849164,5858.22276462946,5071.01545946509
